"ASIGNATURA_REFERENCIA","MATRICULA_CURSO_ACADEMICO","GRUPO_ID","INGLES","ASIGNACION_MANUAL","MATRICULA_EXPEDIENTES_NEXP"
"51684","20/21","","","",104300841
"51685","20/21","","","",104300841
"51687","20/21","","","",104300841
"51688","20/21","","","",104300841
"51690","20/21","","","",104300841
"50663","20/21","","","",104100842
"51009","20/21","","","",104100842
"50997","20/21","","","",104100843
"51007","20/21","","","",104100843
"51009","20/21","","","",104100843
"51011","20/21","","","",104100843
"51015","20/21","","","",104100843
"51025","20/21","","","",104100843
"51024","20/21","","","",104100843
"51008","20/21","","","",104100843
"51016","20/21","","","",104100843
"51026","20/21","","","",104100843
"51040","20/21","","","",104100843
"50994","20/21","","","",104100844
"50995","20/21","","","",104100844
"50996","20/21","","","",104100844
"50997","20/21","","","",104100844
"50998","20/21","","","",104100844
"50999","20/21","","","",104100844
"51000","20/21","","","",104100844
"51001","20/21","","","",104100844
"51002","20/21","","","",104100844
"51003","20/21","","","",104100844
"51676","20/21","","","",104300845
"51681","20/21","","","",104300845
"51683","20/21","","","",104300845
"51684","20/21","","","",104300845
"51685","20/21","","","",104300845
"51686","20/21","","","",104300845
"51687","20/21","","","",104300845
"51688","20/21","","","",104300845
"51689","20/21","","","",104300845
"51690","20/21","","","",104300845
"51691","20/21","","","",104300845
"51692","20/21","","","",104300845
"50997","20/21","","","",104100846
"50998","20/21","","","",104100846
"51009","20/21","","","",104100846
"51015","20/21","","","",104100846
"51024","20/21","","","",104100846
"51016","20/21","","","",104100846
"51017","20/21","","","",104100846
"51005","20/21","","","",104100846
"51022","20/21","","","",104100846
"51676","20/21","","","",104300847
"51681","20/21","","","",104300847
"51684","20/21","","","",104300847
"51686","20/21","","","",104300847
"51688","20/21","","","",104300847
"51690","20/21","","","",104300847
"51026","20/21","","","",104300847
"51039","20/21","","","",104300847
"50659","20/21","","","",104100848
"50664","20/21","","","",104100848
"51007","20/21","","","",104100848
"51009","20/21","","","",104100848
"51011","20/21","","","",104100848
"51015","20/21","","","",104100848
"51025","20/21","","","",104100848
"51024","20/21","","","",104100848
"51005","20/21","","","",104100848
"51022","20/21","","","",104100848
"51138","20/21","","","",104200849
"51139","20/21","","","",104200849
"51140","20/21","","","",104200849
"51141","20/21","","","",104200849
"51142","20/21","","","",104200849
"51143","20/21","","","",104200849
"51144","20/21","","","",104200849
"51145","20/21","","","",104200849
"51146","20/21","","","",104200849
"51147","20/21","","","",104200849
"50658","20/21","","","",104100850
"50662","20/21","","","",104100850
"50663","20/21","","","",104100850
"51001","20/21","","","",104100850
"50658","20/21","","","",104100851
"50659","20/21","","","",104100851
"50660","20/21","","","",104100851
"50661","20/21","","","",104100851
"50662","20/21","","","",104100851
"50663","20/21","","","",104100851
"50664","20/21","","","",104100851
"50665","20/21","","","",104100851
"50666","20/21","","","",104100851
"50667","20/21","","","",104100851
"50997","20/21","","","",104100852
"51007","20/21","","","",104100852
"51009","20/21","","","",104100852
"51011","20/21","","","",104100852
"51015","20/21","","","",104100852
"51025","20/21","","","",104100852
"51024","20/21","","","",104100852
"51008","20/21","","","",104100852
"51016","20/21","","","",104100852
"51021","20/21","","","",104100852
"51138","20/21","","","",104200853
"51175","20/21","","","",104200853
"51181","20/21","","","",104200853
"51198","20/21","","","",104200853
"51047","20/21","","","",104200853
"51056","20/21","","","",104200853
"53012","20/21","","","",105600854
"53109","20/21","","","",105600854
"53110","20/21","","","",105600854
"53111","20/21","","","",105600854
"53112","20/21","","","",105600854
"53113","20/21","","","",105600854
"53114","20/21","","","",105600854
"53115","20/21","","","",105600854
"53116","20/21","","","",105600854
"53117","20/21","","","",105600854
"53118","20/21","","","",105600854
"51148","20/21","","","",104200855
"51149","20/21","","","",104200855
"51151","20/21","","","",104200855
"51152","20/21","","","",104200855
"51153","20/21","","","",104200855
"51154","20/21","","","",104200855
"51155","20/21","","","",104200855
"51157","20/21","","","",104200855
"51047","20/21","","","",104200855
"51039","20/21","","","",104200855
"50658","20/21","","","",104100856
"50660","20/21","","","",104100856
"50662","20/21","","","",104100856
"50663","20/21","","","",104100856
"50666","20/21","","","",104100856
"50667","20/21","","","",104100856
"51002","20/21","","","",104100856
"51003","20/21","","","",104100856
"50658","20/21","","","",104100857
"50659","20/21","","","",104100857
"50660","20/21","","","",104100857
"50661","20/21","","","",104100857
"50662","20/21","","","",104100857
"50663","20/21","","","",104100857
"50664","20/21","","","",104100857
"50665","20/21","","","",104100857
"50666","20/21","","","",104100857
"50667","20/21","","","",104100857
"51138","20/21","","","",104201125
"51144","20/21","","","",104201125
"51198","20/21","","","",104201125
"51138","20/21","","","",104201126
"51139","20/21","","","",104201126
"51140","20/21","","","",104201126
"51141","20/21","","","",104201126
"51142","20/21","","","",104201126
"51143","20/21","","","",104201126
"51144","20/21","","","",104201126
"51145","20/21","","","",104201126
"51146","20/21","","","",104201126
"51147","20/21","","","",104201126
"50660","20/21","","","",104101127
"50666","20/21","","","",104101127
"50995","20/21","","","",104101127
"50996","20/21","","","",104101127
"50997","20/21","","","",104101127
"50998","20/21","","","",104101127
"50999","20/21","","","",104101127
"51000","20/21","","","",104101127
"51002","20/21","","","",104101127
"51003","20/21","","","",104101127
"50658","20/21","","","",104101128
"50659","20/21","","","",104101128
"50660","20/21","","","",104101128
"50661","20/21","","","",104101128
"50662","20/21","","","",104101128
"50663","20/21","","","",104101128
"50664","20/21","","","",104101128
"50665","20/21","","","",104101128
"50666","20/21","","","",104101128
"50667","20/21","","","",104101128
"50658","20/21","","","",104101129
"50659","20/21","","","",104101129
"50660","20/21","","","",104101129
"50661","20/21","","","",104101129
"50662","20/21","","","",104101129
"50663","20/21","","","",104101129
"50664","20/21","","","",104101129
"50665","20/21","","","",104101129
"50666","20/21","","","",104101129
"50667","20/21","","","",104101129
"51034","20/21","","","",105601130
"53304","20/21","","","",105601130
"53309","20/21","","","",105601130
"53308","20/21","","","",105601130
"53310","20/21","","","",105601130
"53413","20/21","","","",105601130
"53412","20/21","","","",105601130
"53414","20/21","","","",105601130
"53415","20/21","","","",105601130
"51059","20/21","","","",104101131
"50658","20/21","","","",104101132
"50659","20/21","","","",104101132
"50660","20/21","","","",104101132
"50661","20/21","","","",104101132
"50662","20/21","","","",104101132
"50663","20/21","","","",104101132
"50664","20/21","","","",104101132
"50665","20/21","","","",104101132
"50666","20/21","","","",104101132
"50667","20/21","","","",104101132
"51148","20/21","","","",104201133
"51149","20/21","","","",104201133
"51150","20/21","","","",104201133
"51151","20/21","","","",104201133
"51152","20/21","","","",104201133
"51153","20/21","","","",104201133
"51154","20/21","","","",104201133
"51155","20/21","","","",104201133
"51156","20/21","","","",104201133
"51157","20/21","","","",104201133
"50994","20/21","","","",104101134
"50995","20/21","","","",104101134
"50996","20/21","","","",104101134
"50997","20/21","","","",104101134
"50998","20/21","","","",104101134
"50999","20/21","","","",104101134
"51000","20/21","","","",104101134
"51001","20/21","","","",104101134
"51002","20/21","","","",104101134
"51003","20/21","","","",104101134
"50664","20/21","","","",104101135
"50997","20/21","","","",104101135
"51009","20/21","","","",104101135
"51059","20/21","","","",104101135
"51030","20/21","","","",104101135
"51056","20/21","","","",104101135
"51673","20/21","","","",104301136
"51677","20/21","","","",104301136
"51678","20/21","","","",104301136
"51679","20/21","","","",104301136
"51683","20/21","","","",104301136
"51056","20/21","","","",104301136
"50662","20/21","","","",104101137
"50664","20/21","","","",104101137
"50666","20/21","","","",104101137
"50996","20/21","","","",104101137
"50998","20/21","","","",104101137
"50999","20/21","","","",104101137
"51000","20/21","","","",104101137
"51002","20/21","","","",104101137
"51009","20/21","","","",104101137
"51011","20/21","","","",104101137
"51138","20/21","","","",104201138
"51139","20/21","","","",104201138
"51140","20/21","","","",104201138
"51141","20/21","","","",104201138
"51142","20/21","","","",104201138
"51143","20/21","","","",104201138
"51144","20/21","","","",104201138
"51145","20/21","","","",104201138
"51146","20/21","","","",104201138
"51147","20/21","","","",104201138
"51138","20/21","","","",104201139
"51139","20/21","","","",104201139
"51140","20/21","","","",104201139
"51141","20/21","","","",104201139
"51142","20/21","","","",104201139
"51143","20/21","","","",104201139
"51144","20/21","","","",104201139
"51145","20/21","","","",104201139
"51146","20/21","","","",104201139
"51147","20/21","","","",104201139
"51169","20/21","","","",104201140
"51171","20/21","","","",104201140
"51195","20/21","","","",104201140
"51180","20/21","","","",104201140
"51181","20/21","","","",104201140
"51182","20/21","","","",104201140
"51186","20/21","","","",104201140
"51198","20/21","","","",104201140
"53109","20/21","","","",105601141
"53112","20/21","","","",105601141
"53116","20/21","","","",105601141
"53118","20/21","","","",105601141
"53161","20/21","","","",105601141
"53165","20/21","","","",105601141
"53211","20/21","","","",105601141
"53215","20/21","","","",105601141
"53221","20/21","","","",105601141
"51674","20/21","","","",104301142
"51684","20/21","","","",104301142
"51686","20/21","","","",104301142
"51687","20/21","","","",104301142
"51689","20/21","","","",104301142
"51690","20/21","","","",104301142
"51691","20/21","","","",104301142
"51700","20/21","","","",104301142
"51708","20/21","","","",104301142
"51710","20/21","","","",104301142
"51673","20/21","","","",104301143
"51674","20/21","","","",104301143
"51678","20/21","","","",104301143
"51683","20/21","","","",104301143
"51686","20/21","","","",104301143
"51687","20/21","","","",104301143
"51689","20/21","","","",104301143
"51691","20/21","","","",104301143
"51049","20/21","","","",104301143
"51039","20/21","","","",104301143
"50661","20/21","","","",104101144
"50663","20/21","","","",104101144
"51007","20/21","","","",104101144
"51009","20/21","","","",104101144
"51011","20/21","","","",104101144
"51015","20/21","","","",104101144
"51025","20/21","","","",104101144
"51024","20/21","","","",104101144
"51017","20/21","","","",104101144
"51013","20/21","","","",104101144
"53009","20/21","","","",105601145
"53010","20/21","","","",105601145
"53011","20/21","","","",105601145
"53012","20/21","","","",105601145
"53015","20/21","","","",105601145
